series_id,naics,year,month,value
EIUCOCHNZ3352,3352,2017,7,98.8
EIUCOCHNZ3352,3352,2017,8,98.4
EIUCOCHNZ3352,3352,2017,9,98.5
EIUCOCHNZ3352,3352,2017,10,98.5
EIUCOCHNZ3352,3352,2017,11,98.4
EIUCOCHNZ3352,3352,2017,12,98.3
EIUCOCHNZ3352,3352,2018,1,98.0
EIUCOCHNZ3352,3352,2018,2,98.9
EIUCOCHNZ3352,3352,2018,3,99.1
EIUCOCHNZ3352,3352,2018,4,100.0
EIUCOCHNZ3352,3352,2018,5,99.8
EIUCOCHNZ3352,3352,2018,6,100.2
EIUCOCHNZ3352,3352,2018,7,100.2
EIUCOCHNZ3352,3352,2018,8,100.2
EIUCOCHNZ3352,3352,2018,9,100.1
EIUCOCHNZ3352,3352,2018,10,100.0
EIUCOCHNZ3352,3352,2018,11,99.9
EIUCOCHNZ3352,3352,2018,12,99.9
EIUCOCHNZ3352,3352,2019,1,100.0
EIUCOCHNZ3352,3352,2019,2,100.1
EIUCOCHNZ3352,3352,2019,3,100.0
EIUCOCHNZ3352,3352,2019,4,100.1
EIUCOCHNZ3352,3352,2019,5,99.8
EIUCOCHNZ3352,3352,2019,6,99.8
EIUCOCHNZ3352,3352,2019,7,99.9
EIUCOCHNZ3352,3352,2019,8,100.0
EIUCOCHNZ3352,3352,2019,9,99.9
EIUCOCHNZ3352,3352,2019,10,99.8
EIUCOCHNZ3352,3352,2019,11,99.6
EIUCOCHNZ3352,3352,2019,12,99.5
EIUCOCHNZ3352,3352,2020,1,99.0
EIUCOCHNZ3352,3352,2020,2,98.7
EIUCOCHNZ3352,3352,2020,3,98.7
EIUCOCHNZ3352,3352,2020,4,98.2
EIUCOCHNZ3352,3352,2020,5,98.0
EIUCOCHNZ3352,3352,2020,6,98.1
EIUCOCHNZ3352,3352,2020,7,98.0
EIUCOCHNZ3352,3352,2020,8,98.1
EIUCOCHNZ3352,3352,2020,9,98.0
EIUCOCHNZ3352,3352,2020,10,98.1
EIUCOCHNZ3352,3352,2020,11,98.2
EIUCOCHNZ3352,3352,2020,12,98.2
EIUCOCHNZ3352,3352,2021,1,98.6
EIUCOCHNZ3352,3352,2021,2,98.7
EIUCOCHNZ3352,3352,2021,3,99.4
EIUCOCHNZ3352,3352,2021,4,99.7
EIUCOCHNZ3352,3352,2021,5,100.0
EIUCOCHNZ3352,3352,2021,6,100.4
EIUCOCHNZ3352,3352,2021,7,101.8
EIUCOCHNZ3352,3352,2021,8,103.4
EIUCOCHNZ3352,3352,2021,9,103.6
EIUCOCHNZ3352,3352,2021,10,104.5
EIUCOCHNZ3352,3352,2021,11,105.3
EIUCOCHNZ3352,3352,2021,12,105.7
EIUCOCHNZ3352,3352,2022,1,106.6
EIUCOCHNZ3352,3352,2022,2,106.6
EIUCOCHNZ3352,3352,2022,3,105.8
EIUCOCHNZ3352,3352,2022,4,105.9
EIUCOCHNZ3352,3352,2022,5,105.8
EIUCOCHNZ3352,3352,2022,6,105.2
EIUCOCHNZ3352,3352,2022,7,104.8
EIUCOCHNZ3352,3352,2022,8,104.3
EIUCOCHNZ3352,3352,2022,9,104.2
EIUCOCHNZ3352,3352,2022,10,104.3
EIUCOCHNZ3352,3352,2022,11,104.5
EIUCOCHNZ3352,3352,2022,12,104.6
EIUCOCHNZ3352,3352,2023,1,104.0
EIUCOCHNZ3352,3352,2023,2,104.7
EIUCOCHNZ3352,3352,2023,3,104.6
EIUCOCHNZ3352,3352,2023,4,104.7
EIUCOCHNZ3352,3352,2023,5,104.5
EIUCOCHNZ3352,3352,2023,6,104.4
EIUCOCHNZ3352,3352,2023,7,104.3
EIUCOCHNZ3352,3352,2023,8,104.3
EIUCOCHNZ3352,3352,2023,9,104.3
EIUCOCHNZ3352,3352,2023,10,104.2
EIUCOCHNZ3352,3352,2023,11,103.9
EIUCOCHNZ3352,3352,2023,12,103.7
EIUCOCHNZ3352,3352,2024,1,102.8
EIUCOCHNZ3352,3352,2024,2,102.8
EIUCOCHNZ3352,3352,2024,3,102.8
EIUCOCHNZ3352,3352,2024,4,102.4
EIUCOCHNZ3352,3352,2024,5,102.4
EIUCOCHNZ3352,3352,2024,6,102.4
EIUCOCHNZ3352,3352,2024,7,102.0
EIUCOCHNZ3352,3352,2024,8,101.4
EIUCOCHNZ3352,3352,2024,9,101.2
EIUCOCHNZ3352,3352,2024,10,101.2
EIUCOCHNZ3352,3352,2024,11,100.9
EIUCOCHNZ3352,3352,2024,12,100.8
EIUCOCHNZ337,337,2015,1,101.3
EIUCOCHNZ337,337,2015,2,101.5
EIUCOCHNZ337,337,2015,3,101.7
EIUCOCHNZ337,337,2015,4,101.8
EIUCOCHNZ337,337,2015,5,101.8
EIUCOCHNZ337,337,2015,6,101.5
EIUCOCHNZ337,337,2015,7,101.5
EIUCOCHNZ337,337,2015,8,101.5
EIUCOCHNZ337,337,2015,9,101.4
EIUCOCHNZ337,337,2015,10,101.3
EIUCOCHNZ337,337,2015,11,101.2
EIUCOCHNZ337,337,2015,12,101.1
EIUCOCHNZ337,337,2016,1,100.9
EIUCOCHNZ337,337,2016,2,100.7
EIUCOCHNZ337,337,2016,3,100.5
EIUCOCHNZ337,337,2016,4,100.5
EIUCOCHNZ337,337,2016,5,100.5
EIUCOCHNZ337,337,2016,6,100.6
EIUCOCHNZ337,337,2016,7,100.6
EIUCOCHNZ337,337,2016,8,100.5
EIUCOCHNZ337,337,2016,9,100.5
EIUCOCHNZ337,337,2016,10,100.5
EIUCOCHNZ337,337,2016,11,100.1
EIUCOCHNZ337,337,2016,12,100.1
EIUCOCHNZ337,337,2017,1,100.0
EIUCOCHNZ337,337,2017,2,100.1
EIUCOCHNZ337,337,2017,3,100.0
EIUCOCHNZ337,337,2017,4,100.1
EIUCOCHNZ337,337,2017,5,100.1
EIUCOCHNZ337,337,2017,6,99.8
EIUCOCHNZ337,337,2017,7,99.7
EIUCOCHNZ337,337,2017,8,99.9
EIUCOCHNZ337,337,2017,9,100.0
EIUCOCHNZ337,337,2017,10,100.1
EIUCOCHNZ337,337,2017,11,100.0
EIUCOCHNZ337,337,2017,12,100.1
EIUCOCHNZ337,337,2018,1,100.2
EIUCOCHNZ337,337,2018,2,100.3
EIUCOCHNZ337,337,2018,3,100.6
EIUCOCHNZ337,337,2018,4,100.4
EIUCOCHNZ337,337,2018,5,100.7
EIUCOCHNZ337,337,2018,6,101.0
EIUCOCHNZ337,337,2018,7,101.2
EIUCOCHNZ337,337,2018,8,101.4
EIUCOCHNZ337,337,2018,9,101.3
EIUCOCHNZ337,337,2018,10,101.2
EIUCOCHNZ337,337,2018,11,101.3
EIUCOCHNZ337,337,2018,12,101.4
EIUCOCHNZ337,337,2019,1,101.2
EIUCOCHNZ337,337,2019,2,101.1
EIUCOCHNZ337,337,2019,3,101.0
EIUCOCHNZ337,337,2019,4,101.0
EIUCOCHNZ337,337,2019,5,100.9
EIUCOCHNZ337,337,2019,6,100.6
EIUCOCHNZ337,337,2019,7,100.3
EIUCOCHNZ337,337,2019,8,100.1
EIUCOCHNZ337,337,2019,9,100.0
EIUCOCHNZ337,337,2019,10,99.6
EIUCOCHNZ337,337,2019,11,99.1
EIUCOCHNZ337,337,2019,12,98.8
EIUCOCHNZ337,337,2020,1,98.7
EIUCOCHNZ337,337,2020,2,98.8
EIUCOCHNZ337,337,2020,3,98.3
EIUCOCHNZ337,337,2020,4,98.6
EIUCOCHNZ337,337,2020,5,98.3
EIUCOCHNZ337,337,2020,6,98.3
EIUCOCHNZ337,337,2020,7,98.3
EIUCOCHNZ337,337,2020,8,98.4
EIUCOCHNZ337,337,2020,9,97.9
EIUCOCHNZ337,337,2020,10,98.0
EIUCOCHNZ337,337,2020,11,98.0
EIUCOCHNZ337,337,2020,12,98.3
EIUCOCHNZ337,337,2021,1,99.2
EIUCOCHNZ337,337,2021,2,99.3
EIUCOCHNZ337,337,2021,3,99.4
EIUCOCHNZ337,337,2021,4,100.0
EIUCOCHNZ337,337,2021,5,100.5
EIUCOCHNZ337,337,2021,6,100.9
EIUCOCHNZ337,337,2021,7,101.5
EIUCOCHNZ337,337,2021,8,101.8
EIUCOCHNZ337,337,2021,9,101.8
EIUCOCHNZ337,337,2021,10,102.5
EIUCOCHNZ337,337,2021,11,103.0
EIUCOCHNZ337,337,2021,12,103.9
EIUCOCHNZ337,337,2022,1,104.5
EIUCOCHNZ337,337,2022,2,105.1
EIUCOCHNZ337,337,2022,3,105.3
EIUCOCHNZ337,337,2022,4,105.7
EIUCOCHNZ337,337,2022,5,105.8
EIUCOCHNZ337,337,2022,6,105.8
EIUCOCHNZ337,337,2022,7,106.1
EIUCOCHNZ337,337,2022,8,106.1
EIUCOCHNZ337,337,2022,9,106.1
EIUCOCHNZ337,337,2022,10,105.9
EIUCOCHNZ337,337,2022,11,106.3
EIUCOCHNZ337,337,2022,12,105.8
EIUCOCHNZ337,337,2023,1,105.9
EIUCOCHNZ337,337,2023,2,105.9
EIUCOCHNZ337,337,2023,3,105.9
EIUCOCHNZ337,337,2023,4,105.7
EIUCOCHNZ337,337,2023,5,105.8
EIUCOCHNZ337,337,2023,6,105.7
EIUCOCHNZ337,337,2023,7,105.7
EIUCOCHNZ337,337,2023,8,105.6
EIUCOCHNZ337,337,2023,9,105.1
EIUCOCHNZ337,337,2023,10,104.8
EIUCOCHNZ337,337,2023,11,104.4
EIUCOCHNZ337,337,2023,12,104.0
EIUCOCHNZ337,337,2024,1,104.0
EIUCOCHNZ337,337,2024,2,104.0
EIUCOCHNZ337,337,2024,3,104.0
EIUCOCHNZ337,337,2024,4,103.7
EIUCOCHNZ337,337,2024,5,103.7
EIUCOCHNZ337,337,2024,6,103.7
EIUCOCHNZ337,337,2024,7,103.7
EIUCOCHNZ337,337,2024,8,103.9
EIUCOCHNZ337,337,2024,9,104.0
EIUCOCHNZ337,337,2024,10,104.2
EIUCOCHNZ337,337,2024,11,104.4
EIUCOCHNZ337,337,2024,12,104.1
EIUCOCHNZ3371,3371,2015,1,101.4
EIUCOCHNZ3371,3371,2015,2,101.7
EIUCOCHNZ3371,3371,2015,3,101.6
EIUCOCHNZ3371,3371,2015,4,101.7
EIUCOCHNZ3371,3371,2015,5,101.8
EIUCOCHNZ3371,3371,2015,6,101.6
EIUCOCHNZ3371,3371,2015,7,101.6
EIUCOCHNZ3371,3371,2015,8,101.6
EIUCOCHNZ3371,3371,2015,9,101.5
EIUCOCHNZ3371,3371,2015,10,101.4
EIUCOCHNZ3371,3371,2015,11,101.3
EIUCOCHNZ3371,3371,2015,12,101.2
EIUCOCHNZ3371,3371,2016,1,101.0
EIUCOCHNZ3371,3371,2016,2,100.7
EIUCOCHNZ3371,3371,2016,3,100.6
EIUCOCHNZ3371,3371,2016,4,100.5
EIUCOCHNZ3371,3371,2016,5,100.5
EIUCOCHNZ3371,3371,2016,6,100.8
EIUCOCHNZ3371,3371,2016,7,100.7
EIUCOCHNZ3371,3371,2016,8,100.6
EIUCOCHNZ3371,3371,2016,9,100.7
EIUCOCHNZ3371,3371,2016,10,100.7
EIUCOCHNZ3371,3371,2016,11,100.1
EIUCOCHNZ3371,3371,2016,12,100.0
EIUCOCHNZ3371,3371,2017,1,100.1
EIUCOCHNZ3371,3371,2017,2,100.1
EIUCOCHNZ3371,3371,2017,3,100.1
EIUCOCHNZ3371,3371,2017,4,100.2
EIUCOCHNZ3371,3371,2017,5,100.3
EIUCOCHNZ3371,3371,2017,6,100.3
EIUCOCHNZ3371,3371,2017,7,100.3
EIUCOCHNZ3371,3371,2017,8,100.6
EIUCOCHNZ3371,3371,2017,9,100.4
EIUCOCHNZ3371,3371,2017,10,100.5
EIUCOCHNZ3371,3371,2017,11,100.5
EIUCOCHNZ3371,3371,2017,12,100.6
EIUCOCHNZ3371,3371,2018,1,100.6
EIUCOCHNZ3371,3371,2018,2,100.8
EIUCOCHNZ3371,3371,2018,3,100.9
EIUCOCHNZ3371,3371,2018,4,100.8
EIUCOCHNZ3371,3371,2018,5,100.9
EIUCOCHNZ3371,3371,2018,6,100.8
EIUCOCHNZ3371,3371,2018,7,100.8
EIUCOCHNZ3371,3371,2018,8,101.2
EIUCOCHNZ3371,3371,2018,9,101.1
EIUCOCHNZ3371,3371,2018,10,101.2
EIUCOCHNZ3371,3371,2018,11,101.3
EIUCOCHNZ3371,3371,2018,12,101.4
EIUCOCHNZ3371,3371,2019,1,101.3
EIUCOCHNZ3371,3371,2019,2,101.0
EIUCOCHNZ3371,3371,2019,3,100.8
EIUCOCHNZ3371,3371,2019,4,100.9
EIUCOCHNZ3371,3371,2019,5,100.9
EIUCOCHNZ3371,3371,2019,6,100.6
EIUCOCHNZ3371,3371,2019,7,100.4
EIUCOCHNZ3371,3371,2019,8,100.2
EIUCOCHNZ3371,3371,2019,9,100.1
EIUCOCHNZ3371,3371,2019,10,99.8
EIUCOCHNZ3371,3371,2019,11,99.4
EIUCOCHNZ3371,3371,2019,12,99.2
EIUCOCHNZ3371,3371,2020,1,98.8
EIUCOCHNZ3371,3371,2020,2,98.9
EIUCOCHNZ3371,3371,2020,3,98.6
EIUCOCHNZ3371,3371,2020,4,98.6
EIUCOCHNZ3371,3371,2020,5,98.6
EIUCOCHNZ3371,3371,2020,6,98.5
EIUCOCHNZ3371,3371,2020,7,98.5
EIUCOCHNZ3371,3371,2020,8,98.5
EIUCOCHNZ3371,3371,2020,9,98.3
EIUCOCHNZ3371,3371,2020,10,98.3
EIUCOCHNZ3371,3371,2020,11,98.4
EIUCOCHNZ3371,3371,2020,12,98.7
EIUCOCHNZ3371,3371,2021,1,99.7
EIUCOCHNZ3371,3371,2021,2,99.9
EIUCOCHNZ3371,3371,2021,3,100.0
EIUCOCHNZ3371,3371,2021,4,100.9
EIUCOCHNZ3371,3371,2021,5,101.4
EIUCOCHNZ3371,3371,2021,6,101.9
EIUCOCHNZ3371,3371,2021,7,102.6
EIUCOCHNZ3371,3371,2021,8,103.0
EIUCOCHNZ3371,3371,2021,9,102.9
EIUCOCHNZ3371,3371,2021,10,103.8
EIUCOCHNZ3371,3371,2021,11,103.9
EIUCOCHNZ3371,3371,2021,12,105.0
EIUCOCHNZ3371,3371,2022,1,105.7
EIUCOCHNZ3371,3371,2022,2,106.5
EIUCOCHNZ3371,3371,2022,3,106.7
EIUCOCHNZ3371,3371,2022,4,107.2
EIUCOCHNZ3371,3371,2022,5,107.3
EIUCOCHNZ3371,3371,2022,6,107.1
EIUCOCHNZ3371,3371,2022,7,107.5
EIUCOCHNZ3371,3371,2022,8,107.4
EIUCOCHNZ3371,3371,2022,9,107.4
EIUCOCHNZ3371,3371,2022,10,107.2
EIUCOCHNZ3371,3371,2022,11,107.5
EIUCOCHNZ3371,3371,2022,12,106.9
EIUCOCHNZ3371,3371,2023,1,107.2
EIUCOCHNZ3371,3371,2023,2,107.2
EIUCOCHNZ3371,3371,2023,3,107.2
EIUCOCHNZ3371,3371,2023,4,107.0
EIUCOCHNZ3371,3371,2023,5,107.0
EIUCOCHNZ3371,3371,2023,6,106.9
EIUCOCHNZ3371,3371,2023,7,106.8
EIUCOCHNZ3371,3371,2023,8,106.7
EIUCOCHNZ3371,3371,2023,9,106.2
EIUCOCHNZ3371,3371,2023,10,105.9
EIUCOCHNZ3371,3371,2023,11,105.4
EIUCOCHNZ3371,3371,2023,12,104.9
EIUCOCHNZ3371,3371,2024,1,104.9
EIUCOCHNZ3371,3371,2024,2,104.9
EIUCOCHNZ3371,3371,2024,3,104.8
EIUCOCHNZ3371,3371,2024,4,104.6
EIUCOCHNZ3371,3371,2024,5,104.5
EIUCOCHNZ3371,3371,2024,6,104.6
EIUCOCHNZ3371,3371,2024,7,104.6
EIUCOCHNZ3371,3371,2024,8,104.7
EIUCOCHNZ3371,3371,2024,9,104.9
EIUCOCHNZ3371,3371,2024,10,105.2
EIUCOCHNZ3371,3371,2024,11,105.3
EIUCOCHNZ3371,3371,2024,12,105.1
EIUCOCHNZ339,339,2015,1,101.2
EIUCOCHNZ339,339,2015,2,101.1
EIUCOCHNZ339,339,2015,3,101.2
EIUCOCHNZ339,339,2015,4,101.2
EIUCOCHNZ339,339,2015,5,101.1
EIUCOCHNZ339,339,2015,6,101.0
EIUCOCHNZ339,339,2015,7,101.0
EIUCOCHNZ339,339,2015,8,101.0
EIUCOCHNZ339,339,2015,9,101.1
EIUCOCHNZ339,339,2015,10,101.1
EIUCOCHNZ339,339,2015,11,101.1
EIUCOCHNZ339,339,2015,12,101.1
EIUCOCHNZ339,339,2016,1,101.0
EIUCOCHNZ339,339,2016,2,100.9
EIUCOCHNZ339,339,2016,3,100.8
EIUCOCHNZ339,339,2016,4,100.7
EIUCOCHNZ339,339,2016,5,100.7
EIUCOCHNZ339,339,2016,6,100.7
EIUCOCHNZ339,339,2016,7,100.6
EIUCOCHNZ339,339,2016,8,100.6
EIUCOCHNZ339,339,2016,9,100.5
EIUCOCHNZ339,339,2016,10,100.4
EIUCOCHNZ339,339,2016,11,100.5
EIUCOCHNZ339,339,2016,12,100.5
EIUCOCHNZ339,339,2017,1,100.1
EIUCOCHNZ339,339,2017,2,100.3
EIUCOCHNZ339,339,2017,3,100.3
EIUCOCHNZ339,339,2017,4,100.3
EIUCOCHNZ339,339,2017,5,100.5
EIUCOCHNZ339,339,2017,6,100.4
EIUCOCHNZ339,339,2017,7,100.4
EIUCOCHNZ339,339,2017,8,100.4
EIUCOCHNZ339,339,2017,9,100.4
EIUCOCHNZ339,339,2017,10,100.3
EIUCOCHNZ339,339,2017,11,100.3
EIUCOCHNZ339,339,2017,12,100.3
EIUCOCHNZ339,339,2018,1,100.2
EIUCOCHNZ339,339,2018,2,100.3
EIUCOCHNZ339,339,2018,3,100.5
EIUCOCHNZ339,339,2018,4,100.6
EIUCOCHNZ339,339,2018,5,100.6
EIUCOCHNZ339,339,2018,6,100.7
EIUCOCHNZ339,339,2018,7,100.8
EIUCOCHNZ339,339,2018,8,100.9
EIUCOCHNZ339,339,2018,9,101.0
EIUCOCHNZ339,339,2018,10,101.5
EIUCOCHNZ339,339,2018,11,101.6
EIUCOCHNZ339,339,2018,12,101.7
EIUCOCHNZ339,339,2019,1,101.7
EIUCOCHNZ339,339,2019,2,101.6
EIUCOCHNZ339,339,2019,3,101.7
EIUCOCHNZ339,339,2019,4,101.4
EIUCOCHNZ339,339,2019,5,101.0
EIUCOCHNZ339,339,2019,6,101.0
EIUCOCHNZ339,339,2019,7,100.1
EIUCOCHNZ339,339,2019,8,100.2
EIUCOCHNZ339,339,2019,9,100.2
EIUCOCHNZ339,339,2019,10,100.0
EIUCOCHNZ339,339,2019,11,100.5
EIUCOCHNZ339,339,2019,12,100.9
EIUCOCHNZ339,339,2020,1,100.6
EIUCOCHNZ339,339,2020,2,100.7
EIUCOCHNZ339,339,2020,3,100.6
EIUCOCHNZ339,339,2020,4,100.3
EIUCOCHNZ339,339,2020,5,100.3
EIUCOCHNZ339,339,2020,6,100.3
EIUCOCHNZ339,339,2020,7,99.9
EIUCOCHNZ339,339,2020,8,99.9
EIUCOCHNZ339,339,2020,9,100.0
EIUCOCHNZ339,339,2020,10,99.5
EIUCOCHNZ339,339,2020,11,99.3
EIUCOCHNZ339,339,2020,12,99.3
EIUCOCHNZ339,339,2021,1,99.1
EIUCOCHNZ339,339,2021,2,99.1
EIUCOCHNZ339,339,2021,3,99.2
EIUCOCHNZ339,339,2021,4,99.8
EIUCOCHNZ339,339,2021,5,100.0
EIUCOCHNZ339,339,2021,6,100.1
EIUCOCHNZ339,339,2021,7,100.6
EIUCOCHNZ339,339,2021,8,100.8
EIUCOCHNZ339,339,2021,9,100.7
EIUCOCHNZ339,339,2021,10,100.6
EIUCOCHNZ339,339,2021,11,100.9
EIUCOCHNZ339,339,2021,12,101.3
EIUCOCHNZ339,339,2022,1,101.5
EIUCOCHNZ339,339,2022,2,101.7
EIUCOCHNZ339,339,2022,3,102.9
EIUCOCHNZ339,339,2022,4,102.9
EIUCOCHNZ339,339,2022,5,102.9
EIUCOCHNZ339,339,2022,6,103.1
EIUCOCHNZ339,339,2022,7,103.3
EIUCOCHNZ339,339,2022,8,103.3
EIUCOCHNZ339,339,2022,9,103.3
EIUCOCHNZ339,339,2022,10,103.2
EIUCOCHNZ339,339,2022,11,103.1
EIUCOCHNZ339,339,2022,12,102.5
EIUCOCHNZ339,339,2023,1,102.4
EIUCOCHNZ339,339,2023,2,102.5
EIUCOCHNZ339,339,2023,3,102.5
EIUCOCHNZ339,339,2023,4,102.7
EIUCOCHNZ339,339,2023,5,102.6
EIUCOCHNZ339,339,2023,6,102.4
EIUCOCHNZ339,339,2023,7,101.3
EIUCOCHNZ339,339,2023,8,101.7
EIUCOCHNZ339,339,2023,9,101.7
EIUCOCHNZ339,339,2023,10,101.5
EIUCOCHNZ339,339,2023,11,101.4
EIUCOCHNZ339,339,2023,12,101.4
EIUCOCHNZ339,339,2024,1,101.4
EIUCOCHNZ339,339,2024,2,101.4
EIUCOCHNZ339,339,2024,3,101.4
EIUCOCHNZ339,339,2024,4,101.2
EIUCOCHNZ339,339,2024,5,101.1
EIUCOCHNZ339,339,2024,6,101.2
EIUCOCHNZ339,339,2024,7,100.6
EIUCOCHNZ339,339,2024,8,100.6
EIUCOCHNZ339,339,2024,9,100.5
EIUCOCHNZ339,339,2024,10,100.6
EIUCOCHNZ339,339,2024,11,100.9
EIUCOCHNZ339,339,2024,12,101.0
EIUCOCHNZ3399,3399,2015,1,100.7
EIUCOCHNZ3399,3399,2015,2,100.6
EIUCOCHNZ3399,3399,2015,3,100.6
EIUCOCHNZ3399,3399,2015,4,100.6
EIUCOCHNZ3399,3399,2015,5,100.5
EIUCOCHNZ3399,3399,2015,6,100.5
EIUCOCHNZ3399,3399,2015,7,100.5
EIUCOCHNZ3399,3399,2015,8,100.5
EIUCOCHNZ3399,3399,2015,9,100.4
EIUCOCHNZ3399,3399,2015,10,100.3
EIUCOCHNZ3399,3399,2015,11,100.3
EIUCOCHNZ3399,3399,2015,12,100.3
EIUCOCHNZ3399,3399,2016,1,100.2
EIUCOCHNZ3399,3399,2016,2,100.1
EIUCOCHNZ3399,3399,2016,3,100.0
EIUCOCHNZ3399,3399,2016,4,100.0
EIUCOCHNZ3399,3399,2016,5,100.0
EIUCOCHNZ3399,3399,2016,6,100.0
EIUCOCHNZ3399,3399,2016,7,99.9
EIUCOCHNZ3399,3399,2016,8,99.9
EIUCOCHNZ3399,3399,2016,9,99.8
EIUCOCHNZ3399,3399,2016,10,99.6
EIUCOCHNZ3399,3399,2016,11,99.7
EIUCOCHNZ3399,3399,2016,12,99.7
EIUCOCHNZ3399,3399,2017,1,99.3
EIUCOCHNZ3399,3399,2017,2,99.4
EIUCOCHNZ3399,3399,2017,3,99.4
EIUCOCHNZ3399,3399,2017,4,99.5
EIUCOCHNZ3399,3399,2017,5,99.6
EIUCOCHNZ3399,3399,2017,6,99.6
EIUCOCHNZ3399,3399,2017,7,99.7
EIUCOCHNZ3399,3399,2017,8,99.6
EIUCOCHNZ3399,3399,2017,9,99.6
EIUCOCHNZ3399,3399,2017,10,99.6
EIUCOCHNZ3399,3399,2017,11,99.6
EIUCOCHNZ3399,3399,2017,12,99.7
EIUCOCHNZ3399,3399,2018,1,99.6
EIUCOCHNZ3399,3399,2018,2,99.6
EIUCOCHNZ3399,3399,2018,3,99.9
EIUCOCHNZ3399,3399,2018,4,100.1
EIUCOCHNZ3399,3399,2018,5,100.4
EIUCOCHNZ3399,3399,2018,6,100.5
EIUCOCHNZ3399,3399,2018,7,100.6
EIUCOCHNZ3399,3399,2018,8,100.7
EIUCOCHNZ3399,3399,2018,9,100.9
EIUCOCHNZ3399,3399,2018,10,101.4
EIUCOCHNZ3399,3399,2018,11,101.5
EIUCOCHNZ3399,3399,2018,12,101.6
EIUCOCHNZ3399,3399,2019,1,101.4
EIUCOCHNZ3399,3399,2019,2,101.3
EIUCOCHNZ3399,3399,2019,3,101.4
EIUCOCHNZ3399,3399,2019,4,101.1
EIUCOCHNZ3399,3399,2019,5,101.1
EIUCOCHNZ3399,3399,2019,6,101.1
EIUCOCHNZ3399,3399,2019,7,100.2
EIUCOCHNZ3399,3399,2019,8,100.3
EIUCOCHNZ3399,3399,2019,9,100.2
EIUCOCHNZ3399,3399,2019,10,100.0
EIUCOCHNZ3399,3399,2019,11,100.6
EIUCOCHNZ3399,3399,2019,12,101.0
EIUCOCHNZ3399,3399,2020,1,100.8
EIUCOCHNZ3399,3399,2020,2,100.9
EIUCOCHNZ3399,3399,2020,3,100.8
EIUCOCHNZ3399,3399,2020,4,100.5
EIUCOCHNZ3399,3399,2020,5,100.5
EIUCOCHNZ3399,3399,2020,6,100.5
EIUCOCHNZ3399,3399,2020,7,100.4
EIUCOCHNZ3399,3399,2020,8,100.4
EIUCOCHNZ3399,3399,2020,9,100.4
EIUCOCHNZ3399,3399,2020,10,99.8
EIUCOCHNZ3399,3399,2020,11,99.6
EIUCOCHNZ3399,3399,2020,12,99.6
EIUCOCHNZ3399,3399,2021,1,99.4
EIUCOCHNZ3399,3399,2021,2,99.4
EIUCOCHNZ3399,3399,2021,3,99.4
EIUCOCHNZ3399,3399,2021,4,100.2
EIUCOCHNZ3399,3399,2021,5,100.3
EIUCOCHNZ3399,3399,2021,6,100.4
EIUCOCHNZ3399,3399,2021,7,100.9
EIUCOCHNZ3399,3399,2021,8,101.1
EIUCOCHNZ3399,3399,2021,9,101.0
EIUCOCHNZ3399,3399,2021,10,100.9
EIUCOCHNZ3399,3399,2021,11,101.1
EIUCOCHNZ3399,3399,2021,12,101.5
EIUCOCHNZ3399,3399,2022,1,101.7
EIUCOCHNZ3399,3399,2022,2,101.9
EIUCOCHNZ3399,3399,2022,3,103.1
EIUCOCHNZ3399,3399,2022,4,103.1
EIUCOCHNZ3399,3399,2022,5,103.1
EIUCOCHNZ3399,3399,2022,6,103.3
EIUCOCHNZ3399,3399,2022,7,103.3
EIUCOCHNZ3399,3399,2022,8,103.3
EIUCOCHNZ3399,3399,2022,9,103.3
EIUCOCHNZ3399,3399,2022,10,103.2
EIUCOCHNZ3399,3399,2022,11,103.0
EIUCOCHNZ3399,3399,2022,12,102.3
EIUCOCHNZ3399,3399,2023,1,102.2
EIUCOCHNZ3399,3399,2023,2,102.4
EIUCOCHNZ3399,3399,2023,3,102.5
EIUCOCHNZ3399,3399,2023,4,102.7
EIUCOCHNZ3399,3399,2023,5,102.6
EIUCOCHNZ3399,3399,2023,6,102.3
EIUCOCHNZ3399,3399,2023,7,101.3
EIUCOCHNZ3399,3399,2023,8,101.7
EIUCOCHNZ3399,3399,2023,9,101.7
EIUCOCHNZ3399,3399,2023,10,101.5
EIUCOCHNZ3399,3399,2023,11,101.4
EIUCOCHNZ3399,3399,2023,12,101.4
EIUCOCHNZ3399,3399,2024,1,101.4
EIUCOCHNZ3399,3399,2024,2,101.4
EIUCOCHNZ3399,3399,2024,3,101.4
EIUCOCHNZ3399,3399,2024,4,101.4
EIUCOCHNZ3399,3399,2024,5,101.1
EIUCOCHNZ3399,3399,2024,6,101.0
EIUCOCHNZ3399,3399,2024,7,100.2
EIUCOCHNZ3399,3399,2024,8,100.2
EIUCOCHNZ3399,3399,2024,9,100.2
EIUCOCHNZ3399,3399,2024,10,100.2
EIUCOCHNZ3399,3399,2024,11,100.3
EIUCOCHNZ3399,3399,2024,12,100.5
